"dates","rate"
"2019-01-01",0.464285714285714
"2019-01-15",0.366666666666667
"2019-03-01",0.111111111111111
"2019-03-19",0.1
"2019-05-13",0.160714285714286
"2019-06-10",0.176470588235294
"2019-07-14",0.75
"2019-07-22",0.5
"2019-08-06",0.9375
"2019-08-14",0
