long,lat,total,hr,mo,day
-73.969383,40.753811,1.7047480922384253,19,Jan,Tue
-73.973259,40.792835,2.70805020110221,20,Jan,Tue
-73.862694,40.768852,3.367295829986474,21,Jan,Tue
-74.003632,40.73233,1.7047480922384253,22,Jan,Tue
-73.983398,40.730087,2.0794415416798357,22,Jan,Tue
-73.979897,40.734943,1.749199854809259,22,Jan,Tue
-73.973953,40.782936,1.8718021769015913,18,Jan,Tue
-73.998795,40.761936,2.0794415416798357,11,Jan,Tue
-74.002861,40.728222,3.186352633162641,22,Jan,Tue
-74.012299,40.726402,4.564348191467836,15,Jan,Tue
-73.776711,40.645256,3.044522437723423,16,Jan,Tue
-73.995598,40.739491,1.8718021769015913,19,Jan,Tue
-73.874512,40.774067,2.9444389791664403,21,Jan,Tue
-73.985558,40.757313,2.5877640352277083,21,Jan,Tue
-73.977043,40.754429,2.0794415416798357,22,Jan,Tue
-74.00547,40.73233,4.252771798816619,23,Jan,Tue
-73.987968,40.759586,1.3862943611198906,23,Jan,Tue
-73.872955,40.773956,3.713572066704308,21,Jan,Tue
-73.969635,40.789902,3.044522437723423,6,Jan,Wed
-73.981209,40.725185,3.0855729775537806,7,Jan,Wed
-73.987595,40.728699,3.2068032436339315,2,Jan,Wed
-73.993896,40.731251,2.1400661634962708,0,Jan,Wed
-73.788895,40.641312,3.417726683613366,5,Jan,Wed
-73.988991,40.727646,3.9512437185814275,14,Jan,Tue
-73.973015,40.751148,2.3978952727983707,8,Jan,Wed
-73.950539,40.774979,2.4423470353692043,7,Jan,Wed
-73.969742,40.757759,1.3862943611198906,9,Jan,Wed
-73.963799,40.757095,2.2512917986064953,10,Jan,Wed
-73.957375,40.761806,2.8273136219290276,21,Jan,Tue
-73.946022,40.777393000000004,2.533696813957432,8,Jan,Wed
-73.957863,40.765152,1.8718021769015913,10,Jan,Wed
-73.786011,40.641766,4.174387269895637,10,Jan,Wed
-74.002815,40.733425,1.7047480922384253,0,Jan,Wed
-73.985153,40.74781,2.9444389791664403,12,Jan,Wed
-73.979874,40.776066,2.1972245773362196,9,Jan,Wed
-73.980087,40.769894,1.8718021769015913,11,Jan,Wed
-74.006912,40.744217,2.1400661634962708,14,Jan,Wed
-73.975121,40.761368,2.2512917986064953,14,Jan,Wed
-73.977989,40.757107,1.9459101490553132,14,Jan,Wed
-73.995522,40.733372,2.1972245773362196,13,Jan,Wed
-73.988968,40.723087,2.6026896854443837,11,Jan,Wed
-73.980446,40.78207,1.791759469228055,14,Jan,Wed
-73.958267,40.764732,2.8622008809294686,15,Jan,Wed
-73.965996,40.764629,1.3862943611198906,12,Jan,Wed
-73.989761,40.738976,1.9671123567059163,15,Jan,Wed
-73.966766,40.757431,1.6094379124341003,11,Jan,Wed
-73.990532,40.739727,1.8718021769015913,13,Jan,Wed
-73.979019,40.748711,1.824549292051046,16,Jan,Wed
-73.994652,40.730164,2.4423470353692043,13,Jan,Wed
-73.954063,40.77478,2.1972245773362196,12,Jan,Wed
-73.971413,40.761234,2.6741486494265287,17,Jan,Wed
-73.972542,40.76181,2.3978952727983707,14,Jan,Wed
-73.998154,40.756023,2.0794415416798357,18,Jan,Wed
-73.996117,40.732971,1.791759469228055,9,Jan,Thu
-73.988159,40.749523,2.2512917986064953,19,Jan,Wed
-73.984154,40.729176,0.9162907318741551,16,Jan,Wed
-73.955856,40.782379,1.5040773967762742,18,Jan,Wed
-73.997604,40.736519,1.6582280766035324,20,Jan,Wed
-73.986343,40.762379,2.302585092994046,21,Jan,Wed
-73.978584,40.74118,1.4586150226995167,20,Jan,Wed
-73.974159,40.779755,2.4932054526026954,20,Jan,Wed
-73.929001,40.746544,1.8718021769015913,19,Jan,Wed
-73.976654,40.764214,1.8718021769015913,19,Jan,Wed
-73.969009,40.767082,2.0149030205422647,19,Jan,Wed
-73.997734,40.741035,2.1972245773362196,18,Jan,Wed
-73.984604,40.742466,1.6094379124341003,22,Jan,Wed
-73.989418,40.769554,2.1400661634962708,22,Jan,Wed
-73.982208,40.775162,1.8718021769015913,21,Jan,Wed
-73.973755,40.784496,2.0794415416798357,23,Jan,Wed
-73.974899,40.761742,2.1838015570040787,23,Jan,Wed
-73.992706,40.737453,2.0794415416798357,20,Jan,Wed
-73.776772,40.64529,4.089332020398556,21,Jan,Wed
-73.99881,40.740543,2.8273136219290276,22,Jan,Wed
-73.992439,40.755016,3.1986731175506815,23,Jan,Wed
-73.9561,40.76944,2.970414465569701,23,Jan,Wed
-74.010841,40.71077,2.7880929087757464,7,Jan,Thu
-73.928482,40.763298,2.990719731730447,5,Jan,Thu
-73.984093,40.755077,2.5257286443082556,23,Jan,Wed
-73.995377,40.765068,1.252762968495368,6,Jan,Thu
-74.005745,40.706329,3.044522437723423,22,Jan,Wed
-74.215767,40.626598,0.9162907318741551,5,Jan,Thu
-73.976639,40.761242,1.8870696490323797,8,Jan,Thu
-73.99205,40.750366,1.9459101490553132,6,Jan,Thu
-73.9785,40.747677,1.5040773967762742,7,Jan,Thu
-73.977509,40.753159,1.8718021769015913,8,Jan,Thu
-73.971535,40.795284,2.6390573296152584,8,Jan,Thu
-73.949493,40.793533,2.1400661634962708,7,Jan,Thu
-73.94957,40.781208,2.8622008809294686,21,Jan,Wed
-73.977814,40.751694,3.126760535960395,11,Jan,Thu
-73.988235,40.74472,1.7047480922384253,10,Jan,Thu
-73.986031,40.756161,2.70805020110221,9,Jan,Thu
-73.975708,40.751892,1.7047480922384253,8,Jan,Thu
-74.002693,40.760708,3.044522437723423,10,Jan,Thu
-73.953682,40.779549,2.667228206581955,11,Jan,Thu
-73.988319,40.748871,2.93651291389402,9,Jan,Thu
-73.993134,40.736412,2.970414465569701,9,Jan,Thu
-73.987289,40.775951,2.302585092994046,8,Jan,Thu
-73.954155,40.770443,1.3862943611198906,10,Jan,Thu
